var_desc,var,var_desc_ewas,Matched Unit,Unit Type,ID,Test Name,Specimen,Cell Type,Low CU,High CU,Conventional Units,Low SI,High SI,SI Units,Effect,Test Method Type,Gender,Age_group,Testing time,Tests Anatomical Position,Blood level,Infection Type,Other conditions,Source,Comments
Reactance (Ohms) @ 245 KHz,BIXC245K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 273 KHz,BIXC273K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 304 KHz,BIXC304K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 339 KHz,BIXC339K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 378 KHz,BIXC378K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 421 KHz,BIXC421K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 469 KHz,BIXC469K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 500 KHz,BIXC500K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 582 KHz,BIXC582K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 649 KHz,BIXC649K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 723 KHz,BIXC723K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 806 KHz,BIXC806K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Reactance (Ohms) @ 898 KHz,BIXC898K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 5 KHz,BIXS005K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 6 KHz,BIXS006K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 7 KHz,BIXS007K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 8 KHz,BIXS008K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 9 KHz,BIXS009K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 10 KHz,BIXS010K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 11 KHz,BIXS011K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 12 KHz,BIXS012K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 13 KHz,BIXS013K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 14 KHz,BIXS014K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 15 KHz,BIXS015K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 16 KHz,BIXS016K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 18 KHz,BIXS018K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 20 KHz,BIXS020K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 23 KHz,BIXS023K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 25 KHz,BIXS025K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 28 KHz,BIXS028K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 31 KHz,BIXS031K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 35 KHz,BIXS035K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 39 KHz,BIXS039K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 43 KHz,BIXS043K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 50 KHz,BIXS050K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 54 KHz,BIXS054K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 60 KHz,BIXS060K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 67 KHz,BIXS067K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 75 KHz,BIXS075K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 83 KHz,BIXS083K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 93 KHz,BIXS093K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 100 KHz,BIXS100K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 115 KHz,BIXS115K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 128 KHz,BIXS128K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 143 KHz,BIXS143K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 159 KHz,BIXS159K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 177 KHz,BIXS177K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 1 MHz,BIXS1M,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 200 KHz,BIXS200K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 220 KHz,BIXS220K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 245 KHz,BIXS245K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 273 KHz,BIXS273K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 304 KHz,BIXS304K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 339 KHz,BIXS339K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 378 KHz,BIXS378K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 421 KHz,BIXS421K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 469 KHz,BIXS469K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 500 KHz,BIXS500K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 582 KHz,BIXS582K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 649 KHz,BIXS649K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 723 KHz,BIXS723K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 806 KHz,BIXS806K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Resistance (Ohms) @ 898 KHz,BIXS898K,body measures, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Last blood pressure reading by doctor,BPQ010,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to control weight for hypertension,BPQ040B,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to reduce sodium for hypertension,BPQ040C,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to exercise more for hypertension,BPQ040D,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to reduce alcohol for hypertension,BPQ040E,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to do other things for hypertension,BPQ040F,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to stop smoking for hypertension,BPQ043A,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to increase potassium for hyprtnsn,BPQ043B,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told of other diet changes for hyprtnsn,BPQ043C,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Told to do other things for hyprtnsn,BPQ043D,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now taking prescribed medicine,BPQ050A,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now controlling weight,BPQ050B,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now reducing salt/sodium,BPQ050C,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now exercising more,BPQ050D,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Now reducing alcohol consumption,BPQ050E,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Eating fewer high fat foods on own,BPQ110A,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Controlling weight on own,BPQ110B,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Increasing exercise on own,BPQ110C,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Eating fewer high fat foods on own,BPQ120,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Controlling weight on own,BPQ130,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Increasing exercise on own,BPQ140,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Eating fewer high fat foods on own,BPD110A,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Controlling weight on own,BPD110B,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Increasing exercise on own,BPD110C,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Eating fewer high fat foods on own,BPD120,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Controlling weight on own,BPD130,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Increasing exercise on own,BPD140,blood pressure, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Short of breath walking on level surface,CDQ020,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Stop for breath walking at own pace,CDQ030,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Stop for breath walking 100 yards,CDQ040,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Awakened by trouble breathing,CDQ050,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Breathing trouble relieved by sitting up,CDQ060,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Sleep on 2+ pillows to help breathe,CDQ070,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Had swelling of feet or ankles,CDQ080,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Swelling during day or overnight,CDQ090,disease, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How often drink beer(per month),ALD240,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How often drink wine(per month),ALD250,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How often drink hard liquor(per month),ALD260,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Age started eating other foods (days),DBD020,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Age fed formula daily basis(days),DBD040,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Age when stopped receiving formula(days),DBD050,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Type of milk first fed - other,DBD070J,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Age started eating solid foods(days),DBD080,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times/week eat restaurant food,DBD090,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Past 30 day milk product consumption,DBD195,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
You drank another type of milk,DBD220J,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How often drank milk age 5-12,DBD235A,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How often drank milk age 13-17,DBD235B,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
How often drank milk age 18-35,DBD235C,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Helping of protein food eaten/day,DBD270A,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Helping of milk/dairy foods eaten/day,DBD270B,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Helping of fruit/fruit juices eaten/day,DBD270C,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Helping of vegetables eaten/day,DBD270D,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Helping of breads/grain foods eaten/day,DBD270E,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Attend kindergarten thru high school,DBD360,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
School serves school lunches,DBD370,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
# of times/week get school lunch,DBD380,dietary behavior, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
